PLOTID,clase
4377,Suelo desnudo
4378,Suelo desnudo
4379,Suelo desnudo
4380,Suelo desnudo
4381,Suelo desnudo
4382,Suelo desnudo
4383,Suelo desnudo
4384,Suelo desnudo
4385,Suelo desnudo
4386,Suelo desnudo
4387,Suelo desnudo
4388,Suelo desnudo
4389,Suelo desnudo
4390,Suelo desnudo
4391,Suelo desnudo
4392,Suelo desnudo
4393,Suelo desnudo
4394,Suelo desnudo
4395,Suelo desnudo
4396,Suelo desnudo
4397,Suelo desnudo
4398,Suelo desnudo
4399,Suelo desnudo
4400,Suelo desnudo
4401,Suelo desnudo
4402,Suelo desnudo
4403,Suelo desnudo
4404,Suelo desnudo
4405,Suelo desnudo
4406,Suelo desnudo
4407,Suelo desnudo
4408,Suelo desnudo
4409,Suelo desnudo
4410,Suelo desnudo
4411,Suelo desnudo
4412,Suelo desnudo
4413,Suelo desnudo
4414,Suelo desnudo
4415,Suelo desnudo
4416,Suelo desnudo
4417,Suelo desnudo
4418,Suelo desnudo
4419,Suelo desnudo
4420,Suelo desnudo
4421,Suelo desnudo
4422,Suelo desnudo
4423,Suelo desnudo
4424,Suelo desnudo
4425,Suelo desnudo
4426,Suelo desnudo
4427,Suelo desnudo
4428,Suelo desnudo
4429,Suelo desnudo
4430,Suelo desnudo
4431,Suelo desnudo
4432,Suelo desnudo
4433,Suelo desnudo
4434,Suelo desnudo
4435,Suelo desnudo
4436,Suelo desnudo
4437,Suelo desnudo
4438,Suelo desnudo
4439,Suelo desnudo
4440,Suelo desnudo
4441,Suelo desnudo
4442,Suelo desnudo
4443,Suelo desnudo
4444,Suelo desnudo
4445,Suelo desnudo
4446,Suelo desnudo
4447,Suelo desnudo
4448,Suelo desnudo
4449,Suelo desnudo
4450,Suelo desnudo
4451,Suelo desnudo
4452,Suelo desnudo
4453,Suelo desnudo
4454,Suelo desnudo
4455,Suelo desnudo
4456,Suelo desnudo
4457,Suelo desnudo
4458,Suelo desnudo
4459,Suelo desnudo
4460,Suelo desnudo
4461,Suelo desnudo
4462,Suelo desnudo
4463,Suelo desnudo
4464,Suelo desnudo
4465,Suelo desnudo
4466,Suelo desnudo
4467,Suelo desnudo
4468,Suelo desnudo
4469,Suelo desnudo
4470,Suelo desnudo
4471,Suelo desnudo
4472,Suelo desnudo
4473,Suelo desnudo
4474,Suelo desnudo
4475,Suelo desnudo
4476,Suelo desnudo
4477,Suelo desnudo
4478,Suelo desnudo
4479,Suelo desnudo
4480,Suelo desnudo
4481,Suelo desnudo
4482,Suelo desnudo
4483,Suelo desnudo
4484,Suelo desnudo
4485,Suelo desnudo
4486,Suelo desnudo
4487,Suelo desnudo
4488,Suelo desnudo
4489,Suelo desnudo
4490,Suelo desnudo
4491,Suelo desnudo
4492,Suelo desnudo
4493,Suelo desnudo
4494,Suelo desnudo
4495,Suelo desnudo
4496,Suelo desnudo
4497,Suelo desnudo
4498,Suelo desnudo
4499,Suelo desnudo
4500,Suelo desnudo
4501,Suelo desnudo
4502,Cuerpos de agua
4503,Suelo desnudo
4504,Suelo desnudo
4505,Suelo desnudo
4506,Suelo desnudo
4507,Suelo desnudo
4508,Suelo desnudo
4509,Suelo desnudo
4510,Suelo desnudo
4511,Suelo desnudo
4512,Matorral Semidenso
4513,Suelo desnudo
4514,Suelo desnudo
4515,Suelo desnudo
4516,Suelo desnudo
4517,Suelo desnudo
4518,Suelo desnudo
4519,Suelo desnudo
4520,Suelo desnudo
4521,Suelo desnudo
4522,Suelo desnudo
4523,Suelo desnudo
4524,Suelo desnudo
4525,Suelo desnudo
4526,Suelo desnudo
4527,Suelo desnudo
4528,Suelo desnudo
4529,Suelo desnudo
4530,Suelo desnudo
4531,Suelo desnudo
4532,Suelo desnudo
4533,Suelo desnudo
4534,Suelo desnudo
4535,Suelo desnudo
4536,Suelo desnudo
4537,Suelo desnudo
4538,Suelo desnudo
4539,Suelo desnudo
4540,Suelo desnudo
4541,Suelo desnudo
4542,Suelo desnudo
4543,Suelo desnudo
4544,Suelo desnudo
4545,Suelo desnudo
4546,Suelo desnudo
4547,Suelo desnudo
4548,Suelo desnudo
4549,Suelo desnudo
4550,Suelo desnudo
4551,Suelo desnudo
4552,Suelo desnudo
4553,Suelo desnudo
4554,Suelo desnudo
4555,Suelo desnudo
4556,Suelo desnudo
4557,Suelo desnudo
4558,Suelo desnudo
4559,Suelo desnudo
4560,Suelo desnudo
4562,Suelo desnudo
4563,Suelo desnudo
4564,Suelo desnudo
4565,Suelo desnudo
4566,Suelo desnudo
4567,Suelo desnudo
4568,Suelo desnudo
4569,Suelo desnudo
4570,Suelo desnudo
4571,Suelo desnudo
4572,Suelo desnudo
4573,Suelo desnudo
4574,Suelo desnudo
4575,Suelo desnudo
4576,Suelo desnudo
4577,Suelo desnudo
4578,Suelo desnudo
4579,Suelo desnudo
4580,Suelo desnudo
4581,Suelo desnudo
4582,Suelo desnudo
4583,Suelo desnudo
4584,Suelo desnudo
4585,Suelo desnudo
4586,Suelo desnudo
4587,Suelo desnudo
4588,Suelo desnudo
4589,Suelo desnudo
4590,Suelo desnudo
4591,Suelo desnudo
4592,Suelo desnudo
4593,Suelo desnudo
4594,Suelo desnudo
4595,Suelo desnudo
4596,Suelo desnudo
4597,Suelo desnudo
4598,Suelo desnudo
4599,Suelo desnudo
4600,Suelo desnudo
4601,Suelo desnudo
4602,Suelo desnudo
4603,Suelo desnudo
771,Pastizal Mesomorfico
775,Frutales
854,IUF con plantaciones y matorrales
869,Plantaciones de Eucaliptus Jovenes
884,Plantaciones de Eucaliptus Jovenes
887,Mezcla de plantacion Eucalipto y matorral
891,Plantaciones de Eucaliptus Jovenes
892,Plantaciones de Eucaliptus Jovenes
902,Plantaciones de Eucaliptus Jovenes
903,Plantaciones de Eucaliptus Jovenes
911,Mezcla de plantacion Eucalipto y matorral
924,Mezcla de plantacion Eucalipto y matorral
948,Matorral Denso
952,Matorral Semidenso
978,Mezcla de plantacion Eucalipto y matorral
979,Mezcla de plantacion Eucalipto y matorral
994,IUF con plantaciones y matorrales
1082,Frutales
1104,Frutales
1112,Mezcla de plantacion Eucalipto y matorral
1162,Mezcla de plantacion Eucalipto y matorral
1163,Mezcla de plantacion Eucalipto y matorral
1181,IUF con matorral y arbolado nativo
1187,Cascos urbanos
1198,Pastizal Mesomorfico
1264,IUF con matorral y arbolado nativo
1286,IUF con plantaciones y matorrales
1304,Cascos urbanos
1311,Arbolado nativo Ralo
1342,Cascos urbanos
1426,Matorral con renoval Denso
1548,Matorral con renoval Denso
1556,Matorral Semidenso
1563,Matorral con renoval Denso
1578,Matorral Denso
1640,Matorral Semidenso
1647,Matorral Semidenso
1698,Matorral Semidenso
1708,Matorral Semidenso
1726,Matorral Semidenso
1736,Matorral Semidenso
1756,Matorral Denso
1771,Matorral Semidenso
1791,Pastizal Mesomorfico
1864,Matorral Semidenso
2344,Matorral Denso
3082,Matorral con renoval Semidenso
3090,Matorral Semidenso
3101,Matorral Semidenso
3102,Matorral Denso
3103,Matorral Semidenso
3106,Matorral Denso
3107,Pastizal Mesomorfico
3114,Matorral Denso
3120,Matorral Semidenso
3122,Suelo desnudo
3124,Matorral Semidenso
3126,Pastizal Mesomorfico
3130,Matorral Semidenso
3137,Mezcla plantacion Pino y matorral
3143,IUF con plantaciones y matorrales
3144,IUF con plantaciones y matorrales
3245,IUF con plantaciones y matorrales
3249,Plantaciones de Eucaliptus Jovenes
3278,Matorral Semidenso
3279,Arbolado nativo Ralo
3283,Matorral Semidenso
3306,Mezcla de plantacion Eucalipto y matorral
3312,Mezcla plantacion Pino y matorral
3444,Suelo desnudo
3446,Pastizal Mesomorfico
3450,Pastizal Mesomorfico
3453,Verduras
3455,Verduras
3459,Suelo desnudo
3463,Frutales
3466,Verduras
3471,Verduras
3473,Arbolado nativo Semidenso
3474,Verduras
3477,Pastizal Mesomorfico
3481,Arbolado nativo Semidenso
3485,Pastizal Mesomorfico
3491,Verduras
3522,Verduras
3527,Verduras
3534,IUF con plantaciones y matorrales
3542,Cascos urbanos
3543,Verduras
3557,Mezcla plantacion Pino y matorral
3563,Pastizal Mesomorfico
3567,Pastizal Mesomorfico
3571,Verduras
3577,Pastizal Mesomorfico
3581,Pastizal Mesomorfico
3586,Pastizal Mesomorfico
3590,Verduras
3594,Pastizal Mesomorfico
3596,Pastizal Mesomorfico
3608,Verduras
3642,Verduras
3654,IUF con matorral y arbolado nativo
3655,Verduras
3665,Verduras
3666,Verduras
3678,Pastizal Mesomorfico
3695,Pastizal Mesomorfico
3723,Pastizal Mesomorfico
3756,Mezcla de plantacion Eucalipto y matorral
3771,Matorral con renoval Semidenso
3786,IUF con matorral y arbolado nativo
3791,Cascos urbanos
3792,IUF con plantaciones y matorrales
3833,IUF con plantaciones y matorrales
3838,Cascos urbanos
3865,IUF con matorral y arbolado nativo
3879,Mezcla plantacion Pino y matorral
3880,Cascos urbanos
3886,IUF con matorral y arbolado nativo
3921,Pastizal Mesomorfico
4047,Suelo desnudo
4052,Suelo desnudo
4053,Suelo desnudo
4054,Suelo desnudo
4055,Suelo desnudo
4056,Suelo desnudo
4057,Suelo desnudo
4058,Suelo desnudo
4059,Suelo desnudo
4060,Suelo desnudo
4061,Suelo desnudo
4062,Suelo desnudo
4063,Suelo desnudo
4064,Suelo desnudo
4065,Suelo desnudo
4066,Suelo desnudo
4067,Suelo desnudo
4068,Suelo desnudo
4069,Suelo desnudo
4070,Suelo desnudo
4071,Suelo desnudo
4072,Suelo desnudo
4073,Suelo desnudo
4075,Suelo desnudo
4076,Suelo desnudo
4077,Suelo desnudo
4078,Suelo desnudo
4079,Suelo desnudo
4080,Suelo desnudo
4081,Suelo desnudo
4082,Suelo desnudo
4083,Suelo desnudo
4084,Suelo desnudo
4085,Suelo desnudo
4086,Suelo desnudo
4087,Suelo desnudo
4088,Suelo desnudo
4089,Suelo desnudo
4090,Suelo desnudo
4091,Suelo desnudo
4092,Suelo desnudo
4093,Suelo desnudo
4094,Suelo desnudo
4095,Suelo desnudo
4096,Suelo desnudo
4097,Suelo desnudo
4098,Suelo desnudo
4099,Suelo desnudo
4604,Mezcla de plantacion Eucalipto y matorral
4607,Cascos urbanos
4608,Cascos urbanos
4610,Cascos urbanos
4612,Cascos urbanos
4614,IUF con plantaciones y matorrales
4616,Cascos urbanos
4617,IUF con matorral y arbolado nativo
4618,Cascos urbanos
4619,Cascos urbanos
4621,Cascos urbanos
4622,Cascos urbanos
4623,Mezcla plantacion Pino y matorral
4624,Cascos urbanos
4625,Cascos urbanos
4626,Cascos urbanos
4628,Cascos urbanos
4629,Cascos urbanos
4630,Cascos urbanos
4631,Cascos urbanos
4632,Cascos urbanos
4633,Cascos urbanos
4634,Cascos urbanos
4635,Cascos urbanos
4637,Suelo desnudo
4638,Cascos urbanos
4639,Cascos urbanos
4640,IUF con plantaciones y matorrales
4641,Cascos urbanos
4642,IUF con matorral y arbolado nativo
4643,Cascos urbanos
4644,Cascos urbanos
4645,Cascos urbanos
4646,Cascos urbanos
4647,Cascos urbanos
4648,Cascos urbanos
4649,Cascos urbanos
4650,Cascos urbanos
4651,Cascos urbanos
4652,Cascos urbanos
4653,Cascos urbanos
4654,Matorral Semidenso
4655,Cascos urbanos
4657,Cascos urbanos
4660,Cascos urbanos
4661,Verduras
4662,Cascos urbanos
4663,Cascos urbanos
4667,IUF con plantaciones y matorrales
4668,Cascos urbanos
4669,Cascos urbanos
4670,Cascos urbanos
4671,Cascos urbanos
4673,IUF con plantaciones y matorrales
4674,Cascos urbanos
4675,Cascos urbanos
4676,IUF con plantaciones y matorrales
4677,Cascos urbanos
4678,Cascos urbanos
4679,IUF con matorral y arbolado nativo
4680,IUF con plantaciones y matorrales
4681,Cascos urbanos
4682,Cascos urbanos
4683,Mezcla plantacion Pino y matorral
4684,IUF con plantaciones y matorrales
4685,IUF con matorral y arbolado nativo
4686,Cascos urbanos
4687,Arbolado nativo Ralo
4688,Cascos urbanos
4689,Cascos urbanos
4690,Mezcla de plantacion Eucalipto y matorral
4692,Cascos urbanos
4693,Cascos urbanos
4694,Cascos urbanos
4696,IUF con plantaciones y matorrales
4698,Cascos urbanos
4699,Cascos urbanos
4700,IUF con plantaciones y matorrales
4701,Mezcla de plantacion Eucalipto y matorral
4702,IUF con plantaciones y matorrales
4703,Cascos urbanos
4704,Cascos urbanos
4706,IUF con plantaciones y matorrales
4707,Matorral Semidenso
4709,IUF con plantaciones y matorrales
4710,Cascos urbanos
4711,Cascos urbanos
4712,Cascos urbanos
4713,Cascos urbanos
4714,Cascos urbanos
4717,Cascos urbanos
4719,Cascos urbanos
4721,Cascos urbanos
4722,Cascos urbanos
4723,Mezcla de plantacion Eucalipto y matorral
4726,Cuerpos de agua
4729,Cuerpos de agua
4730,Cuerpos de agua
4731,Cuerpos de agua
4732,Mezcla de plantacion Eucalipto y matorral
4734,Mezcla plantacion Pino y matorral
4735,Cuerpos de agua
4737,Arbolado nativo Ralo
4739,Matorral Semidenso
4741,Pastizal Mesomorfico
4742,Arbolado nativo Denso
4745,Pastizal Mesomorfico
4746,Pastizal Mesomorfico
4749,Cuerpos de agua
4750,Pastizal Mesomorfico
4757,Suelo desnudo
4758,Cuerpos de agua
4760,Pastizal Mesomorfico
4764,Suelo desnudo
4765,Cuerpos de agua
4767,Matorral Semidenso
4770,Matorral Semidenso
4772,Pastizal Mesomorfico
4778,Pastizal Mesomorfico
4779,Cascos urbanos
4781,Verduras
4783,Verduras
4784,Frutales
4785,Cascos urbanos
4787,Suelo desnudo
4788,Cascos urbanos
4789,Pastizal Mesomorfico
4790,Pastizal Mesomorfico
4792,Pastizal Mesomorfico
4793,Suelo desnudo
4794,Matorral Semidenso
4795,Matorral con renoval Semidenso
4799,Verduras
4800,Arbolado nativo Ralo
4801,Verduras
4802,Pastizal Mesomorfico
4803,Frutales
4804,Pastizal Mesomorfico
4807,Arbolado nativo Semidenso
4808,Matorral Semidenso
4811,Verduras
4812,Suelo desnudo
4813,Pastizal Mesomorfico
4814,Frutales
4815,Arbolado nativo Ralo
4817,Arbolado nativo Denso
4818,Matorral Denso
4821,Pastizal Mesomorfico
4822,Suelo desnudo
4825,Suelo desnudo
4826,Pastizal Mesomorfico
4827,Arbolado nativo Denso
4831,Matorral Semidenso
4832,Pastizal Mesomorfico
4834,Pastizal Mesomorfico
4836,Matorral Semidenso
4838,Verduras
4839,Verduras
4840,Pastizal Mesomorfico
4843,Cascos urbanos
4844,Cascos urbanos
4848,Frutales
4849,Pastizal Mesomorfico
4850,Pastizal Mesomorfico
4851,Pastizal Mesomorfico
4856,Verduras
4858,Cascos urbanos
4860,Cascos urbanos
4861,Matorral Semidenso
4864,IUF con matorral y arbolado nativo
4867,Pastizal Mesomorfico
4868,Cascos urbanos
4870,Frutales
4876,Cascos urbanos
4887,Suelo desnudo
4894,Cascos urbanos
4895,Pastizal Mesomorfico
4896,Matorral Semidenso
4897,Suelo desnudo
4899,Matorral Semidenso
4900,Verduras
4902,IUF con matorral y arbolado nativo
4903,Verduras
4904,Suelo desnudo
4905,Pastizal Mesomorfico
4906,Suelo desnudo
4910,Suelo desnudo
4913,Frutales
4914,Verduras
4922,Matorral Semidenso
4923,Verduras
4925,Arbolado nativo Ralo
4926,Verduras
4927,IUF con matorral y arbolado nativo
4928,Verduras
4929,Verduras
4930,IUF con matorral y arbolado nativo
4931,Verduras
4932,Pastizal Mesomorfico
4937,Arbolado nativo Ralo
4938,Verduras
4939,Verduras
4942,Cascos urbanos
4944,Frutales
4945,Cascos urbanos
4947,IUF con plantaciones y matorrales
4948,Suelo desnudo
4951,Pastizal Mesomorfico
4952,Cascos urbanos
4953,Verduras
4954,Verduras
4957,Arbolado nativo Semidenso
4959,Verduras
4961,IUF con matorral y arbolado nativo
4962,Frutales
4965,Cascos urbanos
4966,Cascos urbanos
4968,Verduras
4971,Verduras
4972,Suelo desnudo
4973,Suelo desnudo
4975,Frutales
4978,Verduras
4980,Matorral Semidenso
4981,Verduras
4987,Frutales
5000,Matorral Semidenso
5016,Matorral Denso
5018,Matorral Denso
5045,Pastizal Mesomorfico
5053,Matorral Semidenso
5056,Matorral Semidenso
5061,Matorral Semidenso
5066,Matorral Semidenso
5121,Matorral Semidenso
5126,Plantaciones de coniferas Adultas
5127,Mezcla plantacion Pino y matorral
5135,Plantaciones de coniferas Adultas
5145,Plantaciones de coniferas Adultas
5149,Plantaciones de coniferas Adultas
5150,Matorral con renoval Denso
5151,Mezcla plantacion Pino y matorral
5152,Plantaciones de coniferas Adultas
5154,Plantaciones de coniferas Adultas
5157,Mezcla plantacion Pino y matorral
5159,Plantaciones de coniferas Adultas
5165,Plantaciones de coniferas Adultas
5169,Plantaciones de coniferas Adultas
5172,Plantaciones de coniferas Adultas
5181,Verduras
5188,Plantaciones de coniferas Adultas
5191,Plantaciones de coniferas Adultas
5195,Plantaciones de coniferas Adultas
5198,Mezcla plantacion Pino y matorral
5199,Plantaciones de coniferas Adultas
5201,Suelo desnudo
5202,Matorral Semidenso
5203,Matorral Denso
5204,Arbolado nativo Denso
5205,Matorral Denso
5208,Matorral Semidenso
5210,Matorral con renoval Denso
5214,Matorral Semidenso
5217,Matorral Semidenso
5221,Matorral Semidenso
5222,Pastizal Mesomorfico
5224,Pastizal Mesomorfico
5225,Arbolado nativo Denso
5226,Pastizal Mesomorfico
5227,Matorral Semidenso
5228,Matorral Semidenso
5231,Matorral con renoval Semidenso
5232,Matorral Denso
5234,Matorral Semidenso
5236,Suelo desnudo
5240,Matorral con renoval Denso
5242,Matorral Semidenso
5245,Matorral con renoval Denso
5247,Matorral Denso
5248,Matorral Semidenso
5250,Suelo desnudo
5251,Matorral con renoval Denso
5253,Matorral Semidenso
5254,Matorral Semidenso
5255,Matorral con renoval Denso
5256,Matorral con renoval Denso
5257,Matorral Semidenso
5260,Arbolado nativo Denso
5261,Matorral Semidenso
5263,Suelo desnudo
5265,Matorral Semidenso
5266,Matorral Denso
5268,Matorral Semidenso
5269,Matorral Semidenso
5270,Matorral Denso
5272,Matorral Semidenso
5273,Matorral Semidenso
5274,Matorral Semidenso
5275,Matorral Denso
5276,Matorral con renoval Denso
5277,Matorral Semidenso
5278,Matorral Denso
5279,Suelo desnudo
5280,Arbolado nativo Semidenso
5281,Matorral Semidenso
5283,Matorral Denso
5284,Matorral Denso
5286,Matorral Semidenso
5287,Arbolado nativo Denso
5288,Matorral Semidenso
5289,Matorral Semidenso
5290,Arbolado nativo Semidenso
5291,Matorral Semidenso
5292,Matorral Semidenso
5293,Matorral Denso
5294,Matorral con renoval Denso
5295,Matorral Semidenso
5297,Matorral Semidenso
5298,Matorral Semidenso
5301,Matorral Semidenso
5302,Matorral con renoval Semidenso
5303,Matorral Semidenso
5305,Matorral con renoval Denso
5306,Matorral Semidenso
5307,Matorral Semidenso
5308,Matorral Semidenso
5309,Matorral Semidenso
5312,Matorral Semidenso
5313,Matorral Denso
5315,Matorral Denso
5317,Matorral Denso
5318,Matorral Semidenso
5319,Matorral Semidenso
5320,Matorral Denso
5321,Matorral Denso
5322,Matorral Denso
5323,Matorral Denso
5325,Matorral Semidenso
5326,Frutales
5327,Matorral Semidenso
5329,Matorral con renoval Semidenso
5330,Matorral Semidenso
5331,Matorral Denso
5332,Matorral Semidenso
5333,Matorral Semidenso
5334,Matorral Denso
5335,Arbolado nativo Semidenso
5336,Arbolado nativo Semidenso
5337,Matorral Denso
5338,Matorral Semidenso
5339,Matorral Semidenso
5341,Matorral Denso
5342,Arbolado nativo Denso
5343,Matorral Semidenso
5344,Pastizal Mesomorfico
5345,Matorral Denso
5346,Matorral con renoval Denso
5347,Matorral con renoval Denso
5348,Matorral Denso
5349,Matorral Denso
5350,Matorral Semidenso
5352,Matorral Denso
5353,Matorral Denso
5355,Matorral Semidenso
5356,Matorral con renoval Denso
5357,Matorral Semidenso
5358,Matorral con renoval Denso
5359,Matorral Denso
5360,Matorral Semidenso
5361,Matorral Semidenso
5362,Matorral Semidenso
5363,Matorral Semidenso
5364,Arbolado nativo Semidenso
5365,Matorral Denso
5366,Matorral Semidenso
5368,Matorral Semidenso
5371,Pastizal Mesomorfico
5373,Matorral Semidenso
5375,Matorral Denso
5376,Pastizal Mesomorfico
5377,Matorral Denso
5378,Suelo desnudo
5379,Matorral Semidenso
5381,Matorral Denso
5383,Suelo desnudo
5393,Matorral Semidenso
5394,Matorral Denso
5396,Matorral Denso
5397,Suelo desnudo
5398,Arbolado nativo Denso
5400,Suelo desnudo
5401,Matorral Denso
5402,Matorral Semidenso
5403,Matorral Semidenso
5406,Matorral Denso
5408,Matorral Semidenso
5409,Matorral Semidenso
5410,Matorral Semidenso
5411,Matorral Denso
5412,Matorral con renoval Denso
5413,Matorral Denso
5414,Matorral Semidenso
5416,Matorral Semidenso
5417,Matorral Denso
5418,Matorral Denso
5419,Pastizal Mesomorfico
5420,Arbolado nativo Ralo
5421,Matorral Semidenso
5422,Matorral Semidenso
5423,Matorral Denso
5424,Matorral Denso
5425,Matorral Semidenso
5426,Matorral Semidenso
5427,Arbolado nativo Denso
5428,Matorral con renoval Semidenso
5429,Matorral Semidenso
5430,Suelo desnudo
5431,Matorral Semidenso
5432,Matorral Denso
5433,Arbolado nativo Denso
5434,Matorral Denso
5435,Suelo desnudo
5436,Matorral Denso
5437,Matorral Denso
5439,Matorral Denso
5440,Matorral Semidenso
5441,Matorral Semidenso
5442,Matorral Semidenso
5443,Matorral Denso
5444,Matorral Denso
5445,Matorral Denso
5451,Matorral con renoval Denso
5455,Matorral Semidenso
5457,Matorral Semidenso
5458,Suelo desnudo
5462,Matorral Semidenso
5466,Suelo desnudo
5467,Suelo desnudo
5468,Matorral Denso
5469,Matorral con renoval Semidenso
5471,Matorral Semidenso
5472,Matorral Semidenso
5475,Matorral Semidenso
5476,Matorral Denso
5477,Matorral Denso
5478,Matorral Semidenso
5484,Arbolado nativo Denso
5486,Matorral Denso
5487,Pastizal Mesomorfico
5488,Matorral Semidenso
5489,Matorral Semidenso
5493,Arbolado nativo Ralo
5494,Matorral Semidenso
5496,Matorral Semidenso
5500,Matorral Denso
5502,Matorral Denso
5504,Matorral con renoval Denso
5505,Matorral Denso
5509,Matorral Denso
5510,Matorral Semidenso
5511,Matorral Denso
5514,Matorral Denso
5520,Matorral Denso
5521,Matorral Denso
5523,Matorral Semidenso
5524,Matorral con renoval Semidenso
5525,Matorral Semidenso
5526,Mezcla plantacion Pino y matorral
5527,Matorral Semidenso
5529,Matorral Denso
5531,Matorral Semidenso
5532,Matorral Denso
5534,Matorral Denso
5536,Matorral Denso
5538,Matorral Semidenso
5541,Matorral Semidenso
5544,Matorral Denso
5545,Matorral Denso
5546,Matorral Denso
5547,Matorral Semidenso
5548,Suelo desnudo
5549,Arbolado nativo Semidenso
5552,Matorral con renoval Denso
5557,Matorral Denso
5559,Matorral Denso
5560,Matorral con renoval Denso
5562,Matorral Semidenso
5563,Matorral con renoval Denso
5564,IUF con matorral y arbolado nativo
5565,Arbolado nativo Ralo
5570,Matorral Semidenso
5572,Matorral Semidenso
5573,Matorral Semidenso
5575,Matorral Semidenso
5576,Matorral con renoval Denso
5579,Matorral Semidenso
5580,Suelo desnudo
5582,Matorral Semidenso
5590,Suelo desnudo
5591,Matorral Denso
5593,Matorral Denso
5597,Matorral Semidenso
5598,Matorral Semidenso
5601,Matorral Denso
5605,Matorral Denso
5606,Matorral Semidenso
5607,Pastizal Mesomorfico
5609,Matorral Semidenso
5610,Matorral Denso
5613,Matorral con renoval Denso
5616,Matorral Denso
5617,Matorral Semidenso
5618,Matorral Semidenso
5619,Matorral con renoval Denso
5621,Matorral con renoval Semidenso
5622,Matorral Semidenso
5623,Matorral Semidenso
5624,Matorral Semidenso
5626,Matorral Denso
5627,Matorral Semidenso
5628,Matorral Semidenso
5629,Matorral Semidenso
5630,Matorral Semidenso
5631,Matorral Semidenso
5632,Matorral Semidenso
5633,Matorral Semidenso
5634,Matorral Semidenso
5636,Matorral Semidenso
5638,Matorral Denso
5639,Arbolado nativo Denso
